17:1143269-1143369	1143320	1143431	111	31	5	0.0526315789473684	0	0	0
17:12816911-12817011	12816962	12817070	108	10	4	0	0	0	0
17:2207540-2207640	2207590	2207669	79	29	29	0	0	0	0
17:2207618-2207718	2207590	2207669	79	29	29	0	0	0	0
17:32813558-32813658	32813609	32813643	34	7	4	0	0	4	1
17:32813587-32813687	32813609	32813643	34	7	5	0	0	4	0
17:33304660-33304760	33304711	33304775	64	10	13	0.0344827586206897	0	0	1
17:38665735-38665835	38665786	38665846	60	16	6	0	4	0	0
17:41176249-41176349	41176275	41176348	73	13	8	0	0	0	0
17:42409432-42409532	42409505	42409589	84	4	15	0.0238095238095238	0	0	-1
17:42409538-42409638	42409505	42409589	84	5	15	0	0	0	-1
17:44153914-44154014	44153865	44153978	113	2	13	0	0	7	0
17:44153927-44154027	44153862	44153978	116	1	13	0	0	7	0
17:46166921-46167021	46166910	46166975	65	21	9	0	9	0	0
17:4959134-4959234	4959187	4959213	26	7	5	0.294117647058824	2	2	1
17:4959163-4959263	4959188	4959218	30	2	8	0.222222222222222	2	6	1
17:4972449-4972549	4972482	4972498	16	30	17	0.0576923076923077	1	2	0
17:56046604-56046704	56046642	56046697	55	14	8	0.208333333333333	0	0	0
17:56046642-56046742	56046642	56046697	55	13	8	0.173913043478261	0	0	0
17:60807233-60807333	60807285	60807431	146	29	16	0	7	0	-1
17:66001804-66001904	66001816	66001858	42	4	2	0	0	0	-1
17:66001857-66001957	66001836	66002061	225	1	8	0	0	0	0
1:77468914-77469014	77468965	77468999	34	6	1	0	2	0	0
17:76139025-76139125	76139099	76139204	105	25	29	0	0	0	0
17:7958098-7958198	7958073	7958225	152	4	3	0	1	0	0
17:80589357-80589457	80589408	80589477	69	7	11	0	0	3	1
17:80589426-80589526	80589408	80589477	69	7	11	0	0	3	1
17:80927246-80927346	80927197	80927297	100	10	4	0	0	0	0
1:7863371-7863471	0	7863425	7863425	0	17	0	0	0	0
18:11874489-11874589	11874556	11874571	15	6	9	0.0869565217391304	0	0	0
18:3111043-3111143	3111063	3111120	57	12	9	0	10	0	1
18:47147337-47147437	47147387	47147405	18	0	27	0.266666666666667	1	5	-1
18:47147362-47147462	47147441	47147405	-36	39	27	0.0135135135135135	2	5	0
18:47147390-47147490	47147441	47147405	-36	39	27	0.0135135135135135	2	5	0
18:74638651-74638751	74638632	74638748	116	12	12	0.153846153846154	0	1	0
18:74638710-74638810	74638702	74638763	61	38	1	0	4	0	-1
1:8972261-8972361	8972232	8972329	97	6	4	0	0	0	0
19:16367153-16367253	16367205	16367265	60	24	15	0.0333333333333333	7	0	1
19:16367191-16367291	16367205	16367354	149	24	25	0.0131578947368421	7	0	1
19:16367214-16367314	16367205	16367354	149	23	30	0	7	7	1
19:18227606-18227706	18227597	18227657	60	27	35	0.0135135135135135	0	0	0
19:18395056-18395156	18395028	18395112	84	1	1	0	0	0	0
19:18395156-18395256	18395181	18395310	129	1	0	0	0	0	0
19:19227179-19227279	19227230	19227281	51	18	13	0	0	5	0
19:19227230-19227330	19227230	19227281	51	18	13	0	0	5	0
1:9230307-9230407	0	9230459	9230459	0	7	0	0	0	0
19:3145583-3145683	3145576	3145629	53	3	1	0	0	0	0
19:37281690-37281790	37281741	37281800	59	9	10	0.114285714285714	0	0	0
19:37281747-37281847	37281741	37281800	59	5	10	0	0	0	0
19:38760345-38760445	38760395	38760551	156	3	1	0	0	0	0
19:41879467-41879567	41879518	41879571	53	10	10	0	0	0	0
19:41879517-41879617	41879518	41879571	53	10	10	0	0	0	0
19:49111819-49111919	49111911	49111995	84	9	20	0	0	0	0
19:49111944-49112044	49111911	49111995	84	9	21	0.0303030303030303	0	0	0
19:55576099-55576199	55576150	55576272	122	6	6	0	0	0	0
19:8236947-8237047	8236993	8237002	9	14	7	0	7	2	1
20:13046485-13046585	13046536	13046658	122	33	4	0.028169014084507	0	0	1
20:13046505-13046605	13046536	13046658	122	31	5	0.0142857142857143	0	0	1
20:17759157-17759257	17759208	17759282	74	19	16	0	1	1	0
20:17759231-17759331	17759208	17759282	74	19	16	0	1	1	0
20:35270546-35270646	35270571	35270599	28	8	30	0.3	0	1	0
20:5680055-5680155	5680106	5680249	143	35	19	0.0181818181818182	4	0	0
21:10725242-10725342	10725150	10725309	159	1	5	0	0	0	1
2:118629323-118629423	118629374	118629479	105	5	14	0	0	0	1
21:19091942-19092042	19091992	19091961	-31	8	20	0	0	0	0
21:33855191-33855291	33855242	33855311	69	42	47	0	14	21	0
21:33855260-33855360	33855242	33855311	69	42	47	0	14	21	0
2:138176950-138177050	138177001	0	-138177001	16	0	0	13	0	0
21:42791202-42791302	42791253	42791229	-24	9	13	0	6	0	0
2:151447480-151447580	151447543	151447531	-12	12	9	0.0277777777777778	0	0	-1
2:151447492-151447592	151447543	151447531	-12	12	9	0.0277777777777778	0	0	-1
2:161952266-161952366	161952317	161952333	16	41	31	0.0533333333333333	7	8	0
2:161952282-161952382	161952317	161952333	16	40	32	0.0533333333333333	7	8	0
2:191295478-191295578	191295526	191295603	77	14	14	0.0256410256410256	4	2	0
2:191295552-191295652	191295526	191295603	77	13	14	0	4	2	0
2:218513287-218513387	218513338	218513398	60	46	38	0.0357142857142857	19	15	0
2:218513347-218513447	218513338	218513398	60	43	38	0	19	15	0
2:218513379-218513479	218513338	218513398	60	40	38	0	16	15	0
2:219422319-219422419	219422370	219422423	53	8	7	0	0	0	0
2:219422378-219422478	219422370	219422423	53	8	7	0	0	0	0
22:34759009-34759109	34759000	34759060	60	4	4	0	0	0	0
2:241012368-241012468	241012441	241012419	-22	12	16	0	0	2	-1
2:241012390-241012490	241012441	241012419	-22	12	16	0	0	2	-1
22:50789671-50789771	50789661	50789748	87	4	10	0.0454545454545455	0	0	0
22:50789697-50789797	50789661	50789748	87	4	10	0.0454545454545455	0	0	0
2:36570192-36570292	36570243	36570260	17	15	1	0.0357142857142857	9	2	1
2:36570209-36570309	36570243	36570260	17	15	1	0.0357142857142857	9	2	1
2:47809954-47810054	47809989	47810005	16	10	1	0.0625	4	1	1
2:48183204-48183304	48183104	48183255	151	5	23	0	0	4	0
2:65393574-65393674	0	65393734	65393734	0	5	0	0	0	1
2:65393678-65393778	65393723	65393734	11	14	9	0.0666666666666667	4	0	1
2:81586337-81586437	81586308	81586388	80	30	28	0	2	14	0
2:99276463-99276563	99276514	99276666	152	14	16	0	1	0	-1
2:99276615-99276715	99276514	99276666	152	4	32	0	0	0	1
3:101399578-101399678	101399558	101399629	71	31	32	0.015625	10	12	0
3:10175762-10175862	10175813	10175862	49	9	9	0	0	0	0
3:10175787-10175887	10175813	10175862	49	9	9	0	0	0	0
3:10175810-10175910	10175813	10175862	49	9	9	0	0	0	0
3:123126562-123126662	123126613	123126625	12	12	20	0	1	2	-1
3:123126574-123126674	123126613	123126625	12	12	20	0	1	2	-1
3:133279527-133279627	133279578	133279639	61	13	9	0.0869565217391304	0	0	0
3:133279558-133279658	133279578	133279639	61	13	9	0.0869565217391304	0	0	0
3:151538511-151538611	151538562	0	-151538562	6	0	0	0	0	0
3:181870871-181870971	181870922	181871052	130	48	25	0	15	0	0
3:183289228-183289328	183289238	183289279	41	3	1	0	0	0	0
3:185595493-185595593	185595541	185595627	86	4	2	0.65	3	0	-1
3:185595522-185595622	185595540	185595582	42	2	4	0.444444444444444	3	4	0
3:185595541-185595641	185595541	185595604	63	2	1	0.333333333333333	3	0	0
3:50062974-50063074	50063024	50063040	16	14	21	0.0454545454545455	2	2	1
3:50062989-50063089	50063026	50063040	14	13	22	0.0681818181818182	2	2	1
3:51622258-51622358	51622202	51622357	155	12	3	0	0	0	0
3:51622421-51622521	51622309	51622472	163	4	12	0.0588235294117647	0	5	0
3:66967422-66967522	66967473	66967605	132	14	10	0	2	0	-1
3:83304016-83304116	83304066	83304067	1	13	26	0.0769230769230769	0	0	1
3:87520418-87520518	87520469	87520529	60	20	14	0.138888888888889	3	1	-1
3:87520433-87520533	87520469	87520529	60	17	14	0.121212121212121	3	1	0
4:110248265-110248365	110248316	110248333	17	10	1	0	7	0	1
4:110248282-110248382	110248316	110248333	17	10	1	0	7	0	1
4:112698374-112698474	112698425	112698434	9	10	5	0	2	2	1
4:156878446-156878546	156878446	156878497	51	17	12	0	0	13	0
4:184543754-184543854	184543824	184543805	-19	14	10	0	0	0	-1
4:184543773-184543873	184543824	184543805	-19	14	10	0	0	0	-1
4:25810378-25810478	25810429	25810534	105	19	11	0	0	0	0
4:37952065-37952165	37952113	37952191	78	15	16	0.159090909090909	11	0	0
4:41051330-41051430	41051381	41051378	-3	13	8	0	1	0	0
4:69141053-69141153	69141106	69141139	33	2	10	0	0	0	0
5:133954970-133955070	133955021	133955034	13	14	5	0.0357142857142857	7	0	-1
5:161634320-161634420	161634371	161634386	15	12	2	0	4	0	1
5:161634335-161634435	161634371	161634386	15	12	2	0	4	0	1
5:180702765-180702865	180702713	180702831	118	13	9	0.0204081632653061	5	1	-1
5:180702780-180702880	180702713	180702831	118	13	9	0.0212765957446809	3	1	-1
5:21515217-21515317	21515282	21515268	-14	7	27	0	0	5	1
5:21515231-21515331	21515282	21515268	-14	7	27	0	0	5	1
5:64467917-64468017	64467968	64468055	87	25	2	0.0975609756097561	0	0	-1
5:64467981-64468081	64467968	64468055	87	21	2	0	0	0	-1
5:64468004-64468104	64467968	64468055	87	21	2	0	0	0	-1
5:85006225-85006325	85006276	85006334	58	52	53	0	23	16	0
5:85006283-85006383	85006276	85006334	58	52	53	0	23	16	0
5:95702958-95703058	95703007	95703069	62	12	14	0	0	0	0
5:95703018-95703118	95703007	95703069	62	12	14	0	0	0	0
6:106929848-106929948	106929929	106929899	-30	21	15	0	0	0	0
6:13200522-13200622	13200573	13200674	101	18	31	0.02	9	7	1
6:13200623-13200723	13200573	13200674	101	17	32	0.02	9	7	1
6:132037785-132037885	132037836	132037929	93	21	13	0	0	0	0
6:132037827-132037927	132037836	132037929	93	21	13	0	0	0	0
6:21353631-21353731	21353682	21353695	13	22	25	0.06	1	2	-1
6:21353644-21353744	21353682	21353695	13	22	25	0.06	1	2	-1
6:21353676-21353776	21353682	21353695	13	21	26	0.04	1	2	1
6:32509051-32509151	32509042	32509105	63	3	32	0.0731707317073171	0	14	1
6:33573946-33574046	33573992	33574051	59	11	9	0.0384615384615385	1	0	-1
6:33574000-33574100	33573992	33574051	59	10	9	0	1	0	-1
6:35681954-35682054	35682033	35682090	57	5	8	0.105263157894737	0	0	0
6:35682040-35682140	35682033	35682106	73	5	1	0.25	0	0	0
6:47434183-47434283	47434275	47434234	-41	42	27	0	0	0	1
6:49454839-49454939	49454886	49454892	6	44	21	0.157142857142857	0	1	-1
6:72429337-72429437	72429384	72429391	7	46	24	0	5	1	0
6:74216563-74216663	74216570	74216658	88	11	12	0	0	0	0
6:74216607-74216707	74216570	74216658	88	11	12	0	0	0	0
6:97686682-97686782	97686769	97686729	-40	10	16	0	2	12	0
6:97686724-97686824	97686769	97686729	-40	10	16	0	2	12	0
7:101339232-101339332	101339293	101339320	27	18	30	0.0384615384615385	0	0	0
7:101339245-101339345	101339293	101339320	27	18	30	0.0384615384615385	0	0	0
7:101339266-101339366	101339293	101339320	27	17	32	0.0740740740740741	0	0	0
7:103888963-103889063	103889014	103889067	53	17	13	0	0	0	0
7:108325610-108325710	108325661	108325679	18	12	11	0.181818181818182	1	3	-1
7:108325629-108325729	108325661	108325679	18	10	11	0.142857142857143	1	3	-1
7:123781310-123781410	123781361	0	-123781361	8	0	0	4	1	0
7:128438269-128438369	128438320	128438404	84	22	1	0.0606060606060606	0	0	-1
7:146422708-146422808	146422759	146422775	16	9	0	0	4	0	1
7:146422724-146422824	146422759	146422775	16	9	0	0	4	0	1
7:157448722-157448822	157448773	157448788	15	18	6	0.037037037037037	7	1	1
7:16747624-16747724	16747675	16747729	54	10	25	0	0	0	0
7:16747678-16747778	16747675	16747729	54	10	25	0	0	0	0
7:27804573-27804673	27804661	27804654	-7	34	1	0.109090909090909	0	0	-1
7:27804603-27804703	27804661	27804653	-8	35	2	0.12280701754386	0	0	-1
7:27804640-27804740	27804661	27804660	-1	30	0	0	0	0	-1
7:52789339-52789439	52789390	52789473	83	0	22	0	0	9	0
7:52789396-52789496	52789447	52789473	26	7	22	0.0277777777777778	1	9	-1
7:52789422-52789522	52789447	52789473	26	7	22	0.0277777777777778	1	9	-1
7:56278793-56278893	56278845	56278870	25	11	3	0.222222222222222	0	0	0
7:56278820-56278920	56278845	56278870	25	10	3	0.235294117647059	0	0	-1
7:65596957-65597057	65597008	65597063	55	22	21	0.0227272727272727	1	7	0
7:65597012-65597112	65597008	65597063	55	21	22	0.0227272727272727	1	7	0
7:68414112-68414212	68414164	68414329	165	24	4	0	7	0	0
7:73971073-73971173	73970957	73971126	169	1	4	0.285714285714286	0	0	1
7:75536068-75536168	75536119	75536206	87	16	6	0	0	0	0
7:75536104-75536204	75536119	75536206	87	16	6	0	0	0	0
7:76018093-76018193	76018142	76018208	66	24	14	0	8	0	-1
7:76018157-76018257	76018142	76018208	66	23	15	0.025	8	0	-1
7:87740070-87740170	87740121	87740198	77	9	14	0	0	0	0
7:87740142-87740242	87740121	87740198	77	9	14	0	0	0	0
7:88073294-88073394	88073188	88073345	157	1	0	0	0	0	0
7:98387182-98387282	98387220	98387289	69	3	28	0	0	16	0
8:103435962-103436062	103436018	103436007	-11	9	13	0.0285714285714286	0	3	1
8:13656143-13656243	13656194	13656275	81	10	19	0	0	9	0
8:13656224-13656324	13656194	13656275	81	10	19	0	0	9	0
8:145920513-145920613	145920564	145920633	69	8	7	0	0	0	1
8:42739808-42739908	42739836	42739891	55	1	1	0	0	0	0
8:48893586-48893686	48893674	48893670	-4	3	20	0	0	0	1
8:48893627-48893727	48893674	48893670	-4	3	18	0	0	0	0
8:48893660-48893760	48893674	48893670	-4	3	18	0	0	0	0
8:71752586-71752686	71752637	71752650	13	13	1	0	8	0	1
8:71752599-71752699	71752637	71752650	13	13	1	0	8	0	1
9:128221115-128221215	128221168	128221313	145	6	1	0.1	0	0	0
9:131795363-131795463	131795397	131795420	23	11	7	0	0	1	-1
9:131795379-131795479	131795397	131795420	23	11	7	0	0	1	-1
9:134245544-134245644	134245595	134245661	66	43	49	0	8	14	0
9:134245608-134245708	134245595	134245661	66	43	52	0.0315789473684211	8	14	0
9:16896106-16896206	16896157	16896140	-17	12	40	0	0	6	-1
9:34115400-34115500	34115451	34115459	8	13	1	0	0	0	-1
X:100392921-100393021	100392975	100392993	18	11	6	0.117647058823529	2	2	-1
X:100392944-100393044	100392975	100392993	18	10	8	0.142857142857143	2	2	-1
X:1018247-1018347	1018298	1018381	83	37	34	0.0140845070422535	19	2	0
X:1018330-1018430	1018298	1018381	83	35	34	0	18	2	0
X:106744697-106744797	106744748	106744763	15	20	7	0	5	12	1
X:1381569-1381669	1381615	1381685	70	24	5	0.0222222222222222	0	0	0
X:1393439-1393539	1393408	1393489	81	1	21	0.0666666666666667	0	1	0
X:1501049-1501149	1501100	1501168	68	7	15	0	0	0	0
X:1501117-1501217	1501100	1501168	68	7	15	0	0	0	0
X:1551630-1551730	1551603	1551714	111	17	1	0	0	0	0
X:2038954-2039054	2039005	2039077	72	5	10	0	0	0	0
X:2039026-2039126	2039105	2039077	-28	12	10	0.40625	0	0	0
X:2039058-2039158	2039105	2039077	-28	12	10	0.40625	0	0	0
X:2039081-2039181	2039105	2039165	60	27	9	0.642857142857143	0	2	-1
X:2496809-2496909	2496860	2496950	90	43	41	0	5	2	1
X:39907187-39907287	39907238	39907296	58	18	6	0	0	0	-1
X:39907245-39907345	39907238	39907296	58	18	6	0	0	0	-1
X:733282-733382	733336	733333	-3	11	4	0.611111111111111	0	0	1
X:85009392-85009492	85009443	85009495	52	10	15	0	0	1	-1
X:85009444-85009544	85009443	85009495	52	10	15	0	0	1	-1
